record,uuid,start_date,date,status,hCountry,dTrack,LOIM,xpanelPartner,QualityScore_TOTAL,QC_FLAGSr1,S0,S1,S2r1,S2r2,S2r3,S2r4,S2r5,S2r6,S2r7,S2r8,S2r99,S3,S4r1,S4r2,S4r3,S4r4,S4r99,S5r1,S5r2,S5r3,S5r4,S5r99,S5r98,S6,S6r97oe,S7r1,S7r2,S7r3,S7r4,S7r5,S7r6,S7r7,S7r8,S7r9,S7r10,S7r97,S7r98,S7r97oe,S8,S9r1,S9r2,S9r3,S9r4,S9r5,S9r6,S9r7,S9r8,S9r9,S9r10,S9r99,hS9CountSwitchers,TimeSection_Screener,Q1,Q2,Q3r1,Q3r2,Q3r3,Q3r4,Q3r5,Q3r6,Q3r7,Flag_Q3_SL,Q4,Q5r1,Q6r1,Q6r2,Q6r3,Q6r4,Q6r5,Q6r6,Q6r7,Flag_Q6,Flag_Q6_SL,Q7r1,Q7r2,Q7r3,Q7r4,Q7r5,Flag_Q7_SL,Q8,Q9,hACUVUE,hBAUSCH,TimeSection_Section_A
6303,c6ssqqjjvcw38g3t,9/5/2025 12:36,9/5/2025 12:43,Qualified,USA,No Changes,6.92,NextON,49.895712551300000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,46,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,4.34,7,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,No,Strongly satisfied,easy to put in and take out compared to other lenses I’ve tried,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Applies,Does not Apply,Does not Apply,No,Strongly agree,Strongly agree,Yes,No,2.52
6304,f8hdbgn76rawgdbj,9/5/2025 12:36,9/5/2025 12:41,Qualified,USA,No Changes,4.00,NextON,64.004758442200000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,41,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,Yes,,No,No,No,No,No,No,No,No,No,No,1.15,8,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,No,Strongly satisfied,These lenses move naturally with my eyes and eyes looks natural.,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Strongly agree,No,No,Does not Apply,Applies,Applies,Does not Apply,Applies,No,Strongly agree,Strongly agree,Yes,No,2.79
6305,5p8sywews6yh2jya,9/5/2025 12:36,9/5/2025 12:43,Qualified,USA,No Changes,6.42,NextON,63.417923148100000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,47,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,3.85,8,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,No,Strongly satisfied,they stay moist and don’t cause irritation,Agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Applies,Does not Apply,Applies,No,Agree,Strongly agree,Yes,No,2.52
6306,cnxkvc4fz45hvcgk,9/5/2025 12:46,9/5/2025 12:56,Qualified,USA,No Changes,8.90,NextON,55.788794095500000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,45,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,Yes,,No,No,No,No,No,No,No,No,No,No,2.71,7,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,No,Strongly satisfied,The packaging is user-friendly and build quality is good.,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,No,No,Does not Apply,Applies,Applies,Applies,Does not Apply,No,Strongly agree,Agree,Yes,No,6.15
6307,5waczbf6zuesrnq8,9/5/2025 12:46,9/5/2025 12:56,Qualified,USA,No Changes,8.03,NextON,55.080439466800000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,43,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,Yes,,No,No,No,No,No,No,No,No,No,No,2.32,9,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,No,Strongly satisfied,"The product is widely available , making it convenient for me to repurchase.",Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Agree,No,No,Does not Apply,Applies,Applies,Applies,Applies,No,Strongly agree,Strongly agree,Yes,No,5.65
6309,8nb6tc2f2zaxzrng,9/5/2025 12:51,9/5/2025 13:06,Qualified,USA,No Changes,13.57,NextON,44.682683477100000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,45,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,No,,No,No,No,Yes,No,No,No,No,No,No,1.23,11,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,No,Strongly satisfied,The lenses are easy to apply and remove very convinient daily without irritation or bluriness,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Agree,Yes,No,12.29
6310,60wfz54q6at1prpx,9/5/2025 12:51,9/5/2025 13:06,Qualified,USA,No Changes,13.43,NextON,60.289601382200000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,44,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,Yes,No,No,No,No,No,No,1.17,10,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,No,Satisfied,"They stay comfortable all day without dryness, even in long screen use",Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Strongly agree,Yes,No,12.22
6311,4bgjhach92u9e4q2,9/5/2025 12:52,9/5/2025 12:59,Qualified,USA,No Changes,5.82,NextON,82.581647921600000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,40,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,No,No,No,Yes,No,No,No,,No,No,1.86,15,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,No,Strongly satisfied,very comfortable to wear all day,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,No,Yes,3.91
6316,ycbha9da47kvdx86,9/5/2025 12:55,9/5/2025 13:06,Qualified,USA,No Changes,9.88,NextON,74.127023356100000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,44,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,Yes,No,No,No,No,No,No,2.62,10,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,No,Satisfied,The daily disposable options makes them hygienic and worry free to use,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Agree,Yes,No,7.23
6318,7m6h2d3n3pp76v8h,9/5/2025 12:56,9/5/2025 13:08,Qualified,USA,No Changes,11.20,NextON,74.050143168500000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,42,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,No,,No,No,No,Yes,No,No,No,No,No,No,3.26,11,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,No,Strongly satisfied,I can wear them for hours without noticing they are even there,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,Yes,No,7.89
6319,jb6mhngsc8n8p5gn,9/5/2025 12:56,9/5/2025 13:08,Qualified,USA,No Changes,11.20,NextON,71.945335524500000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,43,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,No,,No,No,No,Yes,No,No,No,No,No,No,3.19,10,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,No,Satisfied,They reduce eye strain and discomfort compared to other brand I tried,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Strongly agree,Yes,No,7.96
6320,vamftz4n3vmphpp2,9/5/2025 12:59,9/5/2025 13:08,Qualified,USA,No Changes,7.67,NextON,49.899042081500000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,41,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,Yes,,No,No,No,No,No,No,No,No,No,No,4.62,7,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,No,Satisfied,The durability and softness of this product make it different from the other brands.,Agree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Strongly agree,Agree,No,No,Does not Apply,Applies,Applies,Applies,Applies,No,Strongly agree,Agree,Yes,No,2.99
6321,1uzn12ejtsm6qquy,9/5/2025 13:01,9/5/2025 13:08,Qualified,USA,No Changes,6.20,NextON,72.656459659900000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,35,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,2.55,16,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,No,Satisfied,this brand give clear and sharp vision,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,No,Yes,3.60
6323,3t7debrsevge3pm2,9/5/2025 13:01,9/5/2025 13:08,Qualified,USA,No Changes,6.07,NextON,84.789942477800000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,39,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,Yes,No,No,No,No,No,No,No,No,,No,No,2.46,17,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,No,Strongly satisfied,eye do not fee dry and irritated,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Agree,No,Yes,3.56
6325,1nu5q96905a9s7ky,9/5/2025 13:01,9/5/2025 13:08,Qualified,USA,No Changes,5.95,NextON,68.838122210000000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,40,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,Yes,No,No,No,No,No,No,No,No,,No,No,2.37,15,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,No,Satisfied,No redness or discomfort after long use,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Agree,No,Yes,3.54
6337,4yav5323fba3u2kk,9/5/2025 13:03,9/5/2025 13:13,Qualified,USA,No Changes,9.13,NextON,56.235565683700000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,45,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,4.56,7,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,No,Satisfied,work well even when I spend long hours on digital devices,Agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Does not Apply,Applies,Applies,No,Strongly agree,Agree,Yes,No,4.52
6342,dgmp5mg7yqnp2k3k,9/5/2025 13:03,9/5/2025 13:13,Qualified,USA,No Changes,8.42,NextON,79.429704800500000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,49,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,3.98,8,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,No,Strongly satisfied,my eyes feel fresh every day with a new pair,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Strongly agree,Yes,No,4.38
6356,qdt18rq980vbbf0h,9/5/2025 13:04,9/5/2025 13:13,Qualified,USA,No Changes,7.88,NextON,66.124783191800000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,48,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,3.35,7,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,No,Satisfied,great option for travel since I don’t need solution or storage cases,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,Yes,No,4.49
6374,3m6rf6qubhj9bfy1,9/5/2025 13:05,9/5/2025 13:13,Qualified,USA,No Changes,7.07,NextON,51.165286484600000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,47,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,2.70,9,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,No,Satisfied,they are lightweight and I hardly notice I’m wearing them,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Applies,Applies,Does not Apply,Applies,No,Agree,Agree,Yes,No,4.31
6377,qc8axsbmf0ad7map,9/5/2025 13:05,9/5/2025 13:11,Qualified,USA,No Changes,5.03,NextON,49.928996961800000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,40,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,Yes,,No,No,No,No,No,No,No,No,No,No,2.23,7,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Agree,No,Strongly satisfied,I appreciate that lenses stay stable even when i blink or move.,Agree,Strongly agree,Agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Does not Apply,Applies,No,Strongly agree,Strongly agree,Yes,No,2.74
6392,qc4e1r1jtf8b0rsz,9/5/2025 13:05,9/5/2025 13:13,Qualified,USA,No Changes,6.55,NextON,75.434607090700000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,47,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,2.05,5,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,No,Strongly satisfied,provide good comfort in both air-conditioned and outdoor environments,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Agree,Yes,No,4.46
6445,d86z7p2evq4bfw6a,9/5/2025 13:13,9/5/2025 13:24,Qualified,USA,No Changes,9.75,NextON,80.085389127200000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,40,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,Yes,,No,No,No,No,No,No,No,No,No,No,3.88,7,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,No,Strongly satisfied,"Easy to put on and remove, hassle-free, Daily disposable design makes them hygienic and convenient and easy to put on",Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Strongly agree,Yes,No,5.83
6456,t6rdh7tqmyzp23z7,9/5/2025 13:15,9/5/2025 13:25,Qualified,USA,No Changes,8.63,NextON,66.885652206200000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,43,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,Yes,No,No,No,No,No,No,4.60,10,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,No,Strongly satisfied,"I love how light and breathable they feel on my eyes, My eyes don’t get red or itchy after wearing them all day.",Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,Yes,No,3.97
6457,68qcvvzegqnam3jf,9/5/2025 13:15,9/5/2025 13:23,Qualified,USA,No Changes,6.33,NextON,82.897412888700000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,44,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,No,,No,No,No,Yes,No,No,No,No,No,No,4.43,11,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,No,Satisfied,"They provide excellent vision stability, even when I’m moving or exercising.",Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,Yes,No,1.86
6458,wqj1djkds8cqgsue,9/5/2025 13:15,9/5/2025 13:18,Qualified,USA,No Changes,2.27,NextON,65.482274395600000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,47,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,0.76,8,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,No,Satisfied,they stay stable in my eyes without moving around,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Does not Apply,Applies,Applies,Applies,Applies,No,Agree,Strongly agree,Yes,No,1.45
6459,6t6kg8uawnsaqfua,9/5/2025 13:15,9/5/2025 13:25,Qualified,USA,No Changes,8.22,NextON,77.251959727600000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,38,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,Yes,No,No,No,No,No,No,4.60,9,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,No,Satisfied,"They are perfect for my busy lifestyle, requiring no cleaning routine",Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Agree,Yes,No,3.57
6461,yfrnq9c5hxanbe9p,9/5/2025 13:15,9/5/2025 13:25,Qualified,USA,No Changes,8.23,NextON,53.414309885200000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,45,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,2.00,9,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,No,Strongly satisfied,"Daily disposable, no cleaning or storage needed and eyes stayed moist, no dryness or irritation free",Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Does not Apply,Applies,Applies,Applies,No,Agree,Agree,Yes,No,6.21
6462,dr8r962kfbdpza09,9/5/2025 13:16,9/5/2025 13:26,Qualified,USA,No Changes,9.15,NextON,60.085723470200000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,38,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,No,,No,No,No,Yes,No,No,No,No,No,No,4.06,10,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,No,Satisfied,"These lenses fit securely and never shift or cause distractions,My eyes don’t get red or itchy after wearing",Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Strongly agree,Yes,No,5.02
6463,7v8rqs6xbc52c8ng,9/5/2025 13:16,9/5/2025 13:26,Qualified,USA,No Changes,9.02,NextON,80.771028484200000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,43,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,Yes,No,No,No,No,No,No,3.95,8,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,No,Strongly satisfied,"They give me reliable comfort and clarity, whether indoors or outdoors",Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Agree,Yes,No,5.03
6464,jgja552y4vaz3hq2,9/5/2025 13:17,9/5/2025 13:24,Qualified,USA,No Changes,6.88,NextON,64.964674752100000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,42,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,Yes,,No,No,No,No,No,No,No,No,No,No,2.15,9,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,No,Satisfied,They are easy to replace and maintain.,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Does not Apply,No,Strongly agree,Agree,Yes,No,4.69
6466,zr665z30ewp24naj,9/5/2025 13:17,9/5/2025 13:24,Qualified,USA,No Changes,6.70,NextON,58.847736975200000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,46,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,Yes,,No,No,No,No,No,No,No,No,No,No,2.37,10,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Agree,No,Satisfied,I prefer them for their consistent high performance.,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Does not Apply,Applies,Does not Apply,Applies,No,Strongly agree,Strongly agree,Yes,No,4.28
6468,z61cd5jmcyde5kvu,9/5/2025 13:21,9/5/2025 13:30,Qualified,USA,No Changes,7.18,NextON,59.836994190700000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,51,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,4.71,8,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,No,Satisfied,i experience less redness compared to other brand,Agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Does not Apply,No,Agree,Agree,Yes,No,2.43
6470,wmvzb2pf6xaz11bv,9/5/2025 13:22,9/5/2025 13:30,Qualified,USA,No Changes,6.48,NextON,80.092407243200000,1,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,39,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,3.97,6,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,No,Strongly satisfied,they protect my eyes from dryness caused by long screen use,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Agree,Yes,No,2.47
6474,wz8wf71ftfcchx4s,9/5/2025 13:23,9/5/2025 13:30,Qualified,USA,No Changes,5.30,NextON,52.599365436700000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,41,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,Yes,,No,No,No,No,No,No,No,No,No,No,2.80,6,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,No,Strongly satisfied,perfect balance of comfort and vision clarity,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Does not Apply,Applies,Applies,Applies,No,Strongly agree,Strongly agree,Yes,No,2.45
